File Processed: p.txt

Total Words Processed: 77258
Total Different Words: 5406

WORD                  FREQUENCY     FREQ %
restore                  1           0.001
restoring                1           0.001
restraining              3           0.004
result                   3           0.004
resultants               1           0.001
resulted                 1           0.001
resulting                1           0.001
results                  2           0.003
resurveys                1           0.001
resuscitation            1           0.001
resuscitative            1           0.001
ret                     33           0.043
retail                   2           0.003
retarded                 2           0.003
retention                1           0.001
retirement               1           0.001
retraining               1           0.001
retrieve                 2           0.003
revenue                  1           0.001
reverse                  1           0.001
review                  26           0.034
reviewed                 7           0.009
reviews                  2           0.003
revise                   4           0.005
revised                  1           0.001
revolution               2           0.003
revolutions              1           0.001
rf                       4           0.005
rhetoric                 1           0.001
rhythm                   3           0.004
rhythmic                 2           0.003
rhythms                  6           0.008
rica                     1           0.001
rich                     2           0.003
rifle                    3           0.004
right                    3           0.004
rights                   6           0.008
rigid                    2           0.003
rings                    1           0.001
riots                    1           0.001
rise                     1           0.001
risk                     9           0.012
risks                    4           0.005
riverine                 1           0.001
rivers                   1           0.001
rmi                     20           0.026
rn                       1           0.001
roadbeds                 1           0.001
roasting                 1           0.001
robbery                  1           0.001
robotic                  2           0.003
robotics                 5           0.006
robots                   1           0.001
robust                   1           0.001
rock                     5           0.006
roentgenography          2           0.003
role                    34           0.044
roles                    6           0.008
rolled                   1           0.001
rolls                    2           0.003
rom                      1           0.001
roman                    7           0.009
romantic                 1           0.001
romanticism              2           0.003
rome                     1           0.001
room                     2           0.003
root                     3           0.004
roots                    1           0.001
rope                     2           0.003
rotating                 1           0.001
rotation                 3           0.004
rotations                1           0.001
rough                    1           0.001
route                    3           0.004
routed                   2           0.003
router                   4           0.005
routers                  1           0.001
routes                   2           0.003
routine                 11           0.014
routinely                1           0.001
routines                 3           0.004
routing                  2           0.003
rpsgt                    1           0.001
rs                       2           0.003
rte                     97           0.126
rule                   102           0.132
rules                   14           0.018
run                      1           0.001
running                  3           0.004
runoff                   1           0.001
rã                      10           0.013
s                      171           0.221
sacher                   1           0.001
sacred                   1           0.001
safe                    10           0.013
safekeeping              1           0.001
safely                   1           0.001
safety                  26           0.034
sagittal                 1           0.001
salads                   2           0.003
sale                     1           0.001
sales                    8           0.010
same                    49           0.063
sample                   1           0.001
samples                  2           0.003
sampling                 5           0.006
sandwiches               1           0.001
sanitation               7           0.009
sar                      1           0.001
satellite                2           0.003
satisfactorily           2           0.003
satisfactory            88           0.114
satisfy                183           0.237
sauces                   7           0.009
sautã                    1           0.001
savanna                  1           0.001
save                     2           0.003
saving                   1           0.001
savings                  2           0.003
savory                   1           0.001
saw                      1           0.001
saying                   1           0.001
sbm                      1           0.001
scalable                 2           0.003
scale                    3           0.004
scales                   2           0.003
scan                     2           0.003
scanned                  1           0.001
scanning                 1           0.001
scans                    1           0.001
scenarios                4           0.005
scene                    7           0.009
scenery                  2           0.003
scenes                   4           0.005
scenic                   2           0.003
schedules                2           0.003
scheduling               6           0.008
schematics               1           0.001
schemes                  3           0.004
scholarly                2           0.003
school                  23           0.030
schools                  4           0.005
science                 63           0.082
sciences                60           0.078
scientific               8           0.010
scientifically           1           0.001
scientists               1           0.001
scope                    3           0.004
scoping                  1           0.001
score                   43           0.056
scores                   3           0.004
scoring                  4           0.005
scratch                  1           0.001
screening                1           0.001
screens                  1           0.001
screenwriting            5           0.006
screw                    1           0.001
script                   5           0.006
scripting                8           0.010
scripts                  3           0.004
scriptwriting            2           0.003
scrotum                  1           0.001
scrubbing                1           0.001
scuba                    2           0.003
sculpture                2           0.003
sculptures               1           0.001
sds                      1           0.001
se                       1           0.001
seafood                  2           0.003
sealants                 1           0.001
seaports                 1           0.001
search                  17           0.022
seasonal                 1           0.001
seasoned                 1           0.001
seasonings               1           0.001
second                  18           0.023
secondary                8           0.010
secrets                  1           0.001
section                  1           0.001
sectional                4           0.005
sections                12           0.016
sectors                  1           0.001
secular                  1           0.001
secure                  10           0.013
secured                  1           0.001
securing                 1           0.001
securities               1           0.001
security                57           0.074
sedation                 2           0.003
sediments                1           0.001
see                     13           0.017
seed                     1           0.001
seedage                  1           0.001
seeding                  1           0.001
seeking                 11           0.014
segmentation             1           0.001
seizure                  4           0.005
select                   8           0.010
selected               126           0.163
selecting                1           0.001
selection               15           0.019
selections               5           0.006
selective                1           0.001
self                    25           0.032
selfawareness            1           0.001
selfdiscovery            1           0.001
selling                  4           0.005
semantics                2           0.003
semester                 5           0.006
semiconductor            6           0.008
semiconductors           1           0.001
seminar                 19           0.025
seminars                 5           0.006
semistaged               1           0.001
seneff                   1           0.001
senior                   1           0.001
sense                    2           0.003
sensors                  2           0.003
sensory                  1           0.001
sentence                 1           0.001
sentences                9           0.012
separate                 1           0.001
separation               1           0.001
sequence                13           0.017
sequences                6           0.008
sequencing               2           0.003
serial                   1           0.001
series                   9           0.012
serve                    9           0.012
server                  36           0.047
servers                  2           0.003
serves                   1           0.001
service                 36           0.047
services                30           0.039
serving                  1           0.001
servo                    1           0.001
session                  1           0.001
sessions                 1           0.001
set                      8           0.010
sets                    36           0.047
setting                 24           0.031
settings                20           0.026
settlement               2           0.003
settlements              1           0.001
setup                    6           0.008
seventeenth              1           0.001
several                  4           0.005
sex                      2           0.003
sexual                   8           0.010
sexuality                6           0.008
sexually                 2           0.003
shape                    2           0.003
shaped                   3           0.004
shapes                   2           0.003
shaping                  2           0.003
shared                   2           0.003
sharpen                  1           0.001
sharpening               1           0.001
shear                    2           0.003
shed                     1           0.001
sheets                   2           0.003
shell                    2           0.003
shells                   1           0.001
shift                    2           0.003
ships                    1           0.001
shock                    1           0.001
shooting                 6           0.008
shoots                   1           0.001
shopping                 1           0.001
shops                    2           0.003
shore                    1           0.001
short                    8           0.010
shortterm                1           0.001
shot                     2           0.003
shotgun                  3           0.004
should                   7           0.009
show                     4           0.005
shown                    1           0.001
shows                    1           0.001
shrub                    1           0.001
shunts                   1           0.001
shutter                  1           0.001
side                     8           0.010
sight                    9           0.012
sightreading             1           0.001
sigma                    1           0.001
sign                    25           0.032
signal                   7           0.009
signaling                1           0.001
signals                  4           0.005
signed                   6           0.008
signerâ                  1           0.001
significance             2           0.003
significant             10           0.013
signing                  1           0.001
signs                    1           0.001
silk                     1           0.001
similar                  2           0.003
similarities             2           0.003
similarity               1           0.001
simple                   8           0.010
simplicity               1           0.001
simplification           1           0.001
simplifications          1           0.001
simplifying              1           0.001
simulate                 1           0.001
simulated                3           0.004
simulates                1           0.001
simulation              12           0.016
simulations              1           0.001
simulator                2           0.003
simulators               1           0.001
singers                  1           0.001
singing                 10           0.013
single                   4           0.005
sit                      1           0.001
site                     8           0.010
sites                    9           0.012
sitting                  2           0.003
situation                1           0.001
situations              17           0.022
six                      2           0.003
size                     1           0.001
sizing                   1           0.001
skeletal                 4           0.005
skeleton                 2           0.003
sketches                 1           0.001
sketching                3           0.004
skill                   44           0.057
skills                 287           0.371
skull                    1           0.001
sla                      2           0.003
slant                    1           0.001
slavery                  1           0.001
sleep                   17           0.022
sliced                   1           0.001
slide                    3           0.004
slides                   2           0.003
slimnastics              2           0.003
slow                     1           0.001
slr                      1           0.001
sls                     13           0.017
small                   17           0.022
smaller                  1           0.001
smds                     1           0.001
smith                    1           0.001
smoking                  1           0.001
snort                    1           0.001
so                       3           0.004
soakers                  1           0.001
sobriety                 1           0.001
social                  43           0.056
societal                 3           0.004
societies                2           0.003
society                 12           0.016
socio                    2           0.003
socioeconomic            1           0.001
sociological             3           0.004
sociology               10           0.013
sod                      1           0.001
soft                     1           0.001
software                62           0.080
soil                     7           0.009
soils                    3           0.004
solar                    4           0.005
solder                   1           0.001
sole                     2           0.003
solenoids                1           0.001
solid                    8           0.010
solids                   1           0.001
solution                 5           0.006
solutions                8           0.010
solve                    7           0.009
solving                 25           0.032
some                    16           0.021
son                     65           0.084
sonet                    1           0.001
song                     1           0.001
songwriting              2           0.003
sonographic             11           0.014
sonography              27           0.035
sop                      2           0.003
sophisticated            3           0.004
sophomore                1           0.001
sorbet                   1           0.001
sort                     2           0.003
sos                      2           0.003
souffles                 1           0.001
sound                   41           0.053
soundtrack               2           0.003
soups                    1           0.001
source                   3           0.004
sources                 15           0.019
sourdough                1           0.001
south                    2           0.003
spa                     12           0.016
space                   11           0.014
spaces                   2           0.003
spanish                 32           0.041
spatial                  5           0.006
spc                     10           0.013
speaker                  1           0.001
speakers                30           0.039
speaking                18           0.023
special                578           0.748
specialist              10           0.013
specialists              1           0.001
specialization           2           0.003
specialized              9           0.012
specialties              1           0.001
specialty               10           0.013
species                  6           0.008
specific                30           0.039
specifically             3           0.004
specifications           4           0.005
specified                1           0.001
specimen                 1           0.001
spectra                  1           0.001
spectrum                 2           0.003
speech                  17           0.022
speed                    9           0.012
speeds                   1           0.001
spelling                 4           0.005
spending                 1           0.001
spices                   1           0.001
spike                    1           0.001
spirals                  1           0.001
spirituals               1           0.001
spit                     1           0.001
splicing                 1           0.001
splinting                1           0.001
splitters                1           0.001
spn                     20           0.026
sponsored                2           0.003
spontaneous              2           0.003
sport                    1           0.001
spraying                 1           0.001
spread                   2           0.003
spreadsheet              6           0.008
spreadsheets            10           0.013
sql                      8           0.010
st                       2           0.003
sta                      8           0.010
stability                1           0.001
stabilization            1           0.001
stacks                   1           0.001
stadia                   1           0.001
staff                    8           0.010
staffing                 3           0.004
stage                   17           0.022
stagecraft               1           0.001
stages                   1           0.001
staging                  1           0.001
stance                   1           0.001
standard                31           0.040
standardized             3           0.004
standards               19           0.025
standing                 6           0.008
starch                   1           0.001
stars                    1           0.001
start                    2           0.003
starting                 5           0.006
state                   26           0.034
stateapproved            3           0.004
stated                   1           0.001
statement                4           0.005
statements               7           0.009
states                  12           0.016
statewide                1           0.001
static                   1           0.001
statics                  4           0.005
station                  2           0.003
statistical              9           0.012
statistics               5           0.006
status                   1           0.001
statutory                2           0.003
stay                     1           0.001
steady                   2           0.003
stencils                 1           0.001
step                     1           0.001
stepping                 1           0.001
steps                    5           0.006
sterile                  1           0.001
sterilization            1           0.001
stewarding               1           0.001
still                    1           0.001
stimulation              1           0.001
stocks                   1           0.001
stoichiometry            1           0.001
stops                    8           0.010
storage                  5           0.006
store                    2           0.003
stored                   1           0.001
stories                  6           0.008
storing                  2           0.003
storm                    1           0.001
story                    6           0.008
storyboarding            1           0.001
storytelling             4           0.005
strata                   1           0.001
strategies              36           0.047
strategy                 9           0.012
stratification           1           0.001
stravinsky               1           0.001
stream                   2           0.003
streams                  2           0.003
strength                 9           0.012
strengths                1           0.001
stress                   9           0.012
stressed                 4           0.005
stresses                13           0.017
stretching               4           0.005
strict                   1           0.001
strike                   1           0.001
string                   3           0.004
strings                  1           0.001
stroke                   1           0.001
strokes                  4           0.005
strongly                 5           0.006
structs                  1           0.001
structural               5           0.006
structure               44           0.057
structured               5           0.006
structures              29           0.038
student                229           0.296
students               567           0.734
studentsâ                6           0.008
studentâ                 9           0.012
studied                 11           0.014
studies                 51           0.066
studio                   9           0.012
studios                  1           0.001
study                  178           0.230
studying                 1           0.001
stun                     6           0.008
style                   15           0.019
styles                  16           0.021
sub                      1           0.001
subassemblies            1           0.001
subdivision              1           0.001
subdivisions             1           0.001
subdue                   3           0.004
subject                  4           0.005
subjects                 2           0.003
submitted                4           0.005
subnet                   1           0.001
subordinates             1           0.001
subprograms              1           0.001
subroutines              1           0.001
subsequent               5           0.006
substance                4           0.005
substances               1           0.001
substantive              3           0.004
subsystems               2           0.003
success                  6           0.008
successful              35           0.045
successfully            11           0.014
succession               1           0.001
such                    67           0.087
sufficient               2           0.003
sugar                    1           0.001
suggested                2           0.003
suicidal                 1           0.001
suicide                  2           0.003
suitable                 1           0.001
suites                   1           0.001
summarizing              2           0.003
summary                  1           0.001
sumã                    10           0.013
sunshine                 4           0.005
superficial              1           0.001
superiors                1           0.001
supernatural             1           0.001
supervised              80           0.104
supervising              1           0.001
supervision             11           0.014
supervisor               1           0.001
supervisors              2           0.003
supervisory              1           0.001
supplement               2           0.003
supplemental             1           0.001
supplemented             3           0.004
supplementing            1           0.001
supply                   4           0.005
support                 27           0.035
supported                1           0.001
supporting               5           0.006
supportive               1           0.001
suppression              1           0.001
supraorganismal          1           0.001
sur                     14           0.018
surety                   2           0.003
surfaces                 2           0.003
surgical                 4           0.005
surround                 1           0.001
surrounding              1           0.001
survey                  49           0.063
surveying               21           0.027
surveyor                 1           0.001
surveys                  3           0.004
survival                 2           0.003
survivor                 1           0.001
suspects                 2           0.003
swamp                    1           0.001
sweetening               1           0.001
swimming                 1           0.001
swing                    3           0.004
switching                4           0.005
sws                      1           0.001
syg                     11           0.014
symbiosis                1           0.001
symbolic                 1           0.001
symbolical               3           0.004
symbolism                1           0.001
symbols                  2           0.003
symphonic                1           0.001
symptom                  1           0.001
symptoms                 2           0.003
synchronization          1           0.001
synchronous              1           0.001
syntactical              1           0.001
syntax                   4           0.005
synthesis                4           0.005
synthesizers             1           0.001
syringe                  1           0.001
system                  67           0.087
systematic               2           0.003
systematically           1           0.001
systemic                 3           0.004
systems                146           0.189
systemâ                  1           0.001
sytles                   1           0.001
t                        3           0.004
table                    3           0.004
tables                   9           0.012
tabular                  1           0.001
tactical                 2           0.003
tactics                  8           0.010
tai                      2           0.003
take                    11           0.014
taken                    9           0.012
taking                  10           0.013
talents                  1           0.001
tangents                 1           0.001
tap                      5           0.006
taped                    1           0.001
tapes                    1           0.001
taping                   1           0.001
tar                      5           0.006
target                   1           0.001
tarts                    4           0.005
task                     2           0.003
tasks                    9           0.012
taste                    3           0.004
tasting                  1           0.001
taught                   6           0.008
tautologies              1           0.001
tax                      6           0.008
taxes                    3           0.004
taxonomic                1           0.001
taxonomy                 3           0.004
tcp                      1           0.001
teach                    5           0.006
teacher                  1           0.001
teachers                 4           0.005
teaches                 14           0.018
teaching                25           0.032
team                     9           0.012
teams                    2           0.003
teamwork                 3           0.004
tech                     9           0.012
technical               22           0.028
technician               5           0.006
technicians              2           0.003
technique               18           0.023
techniques             197           0.255
technlogy                1           0.001
technological            4           0.005
technologies            16           0.021
technologist             9           0.012
technologists            2           0.003
technology             242           0.313
teco                     1           0.001
tectonics                1           0.001
teeth                    1           0.001
telecommunications       1           0.001
telephone                2           0.003
telephoto                1           0.001
television               2           0.003
telling                  1           0.001
telnet                   2           0.003
temperate                1           0.001
tempering                1           0.001
templates                5           0.006
tempo                    1           0.001
temporal                 1           0.001
temporary                1           0.001
ten                      4           0.005
tenant                   1           0.001
tennis                   6           0.008
tenses                   3           0.004
term                    11           0.014
terminating              1           0.001
terminology             18           0.023
terms                    3           0.004
terrines                 1           0.001
terrorism                3           0.004
terrorist                2           0.003
terrorists               2           0.003
test                    22           0.028
testimony                2           0.003
testing                 11           0.014
tests                    9           0.012
text                     9           0.012
texts                    5           0.006
textual                  2           0.003
texture                  4           0.005
tftp                     1           0.001
th                      11           0.014
than                     1           0.001
that                   158           0.205
the                   1912           2.475
theatre                 33           0.043
theatrical               2           0.003
their                  144           0.186
them                    16           0.021
thematic                 1           0.001
theme                    2           0.003
themselves               1           0.001
theorem                  2           0.003
theorems                 3           0.004
theoretical             10           0.013
theories                21           0.027
theory                  75           0.097
therapeutic              8           0.010
therapies                1           0.001
therapist                4           0.005
therapists               1           0.001
therapy                  8           0.010
there                    2           0.003
therefore                1           0.001
thermal                  3           0.004
thermodynamics           2           0.003
these                   21           0.027
they                    20           0.026
thickening               2           0.003
things                   1           0.001
thinking                26           0.034
third                    2           0.003
thirty                   1           0.001
this                   568           0.735
thoracic                 1           0.001
thorough                 2           0.003
those                    8           0.010
though                   1           0.001
thought                  1           0.001
thoughts                 4           0.005
thread                   1           0.001
threaded                 1           0.001
threads                  1           0.001
threats                  3           0.004
three                   34           0.044
threedimensional         3           0.004
through                161           0.208
throughout               2           0.003
throwing                 1           0.001
thwart                   1           0.001
thyroid                  1           0.001
ti                       1           0.001
tides                    1           0.001
tier                     1           0.001
tilings                  1           0.001
time                   102           0.132
timer                    1           0.001
times                    2           0.003
timing                   6           0.008
tips                     1           0.001
tissue                   3           0.004
tissues                  4           0.005
title                    3           0.004
titration                1           0.001
to                    1644           2.128
toconsumer               1           0.001
today                    8           0.010
todayâ                   3           0.004
tolerance                1           0.001
tolerancing              1           0.001
tomography              10           0.013
tonal                    1           0.001
tone                     3           0.004
tool                     6           0.008
tools                   31           0.040
tooth                    1           0.001
top                      1           0.001
topic                   80           0.104
topical                  2           0.003
topics                 287           0.371
topographic              2           0.003
topography               2           0.003
topologies               2           0.003
torte                    2           0.003
tortes                   2           0.003
torts                    1           0.001
total                    3           0.004
touch                    4           0.005
tourism                 17           0.022
tournaments              1           0.001
toward                  31           0.040
toxicity                 1           0.001
toxicological            1           0.001
tpa                     53           0.069
tpp                     11           0.014
tracing                  1           0.001
track                   10           0.013
tracking                 2           0.003
tract                    1           0.001
trade                    4           0.005
trademarks               1           0.001
trading                  1           0.001
traditional             15           0.019
traditionally            1           0.001
traditions               3           0.004
traffic                 16           0.021
trafficking              1           0.001
train                    1           0.001
training                32           0.041
trains                   2           0.003
transact                 1           0.001
transactions             4           0.005
transcendental           1           0.001
transcribe               1           0.001
transcribing             1           0.001
transcript               2           0.003
transcription            6           0.008
transducer               1           0.001
transfer                 8           0.010
transferable             1           0.001
transferring             1           0.001
transform                1           0.001
transformation           3           0.004
transforms               6           0.008
transient                3           0.004
transients               1           0.001
transistor               3           0.004
transistors              1           0.001
transit                  1           0.001
transition               4           0.005
translate                1           0.001
transliterating          2           0.003
transliteration          1           0.001
transmission             7           0.009
transmitted              2           0.003
transmitter              1           0.001
transmitters             1           0.001
transparency             1           0.001
transport                8           0.010
transportation           5           0.006
transporting             1           0.001
transposition            2           0.003
transverse               1           0.001
trauma                   5           0.006
travel                   5           0.006
traveling                2           0.003
traverse                 2           0.003
tray                     1           0.001
treating                 1           0.001
treatment               21           0.027
treatments               2           0.003
treats                   1           0.001
tree                     1           0.001
trees                    1           0.001
trend                    1           0.001
trends                  10           0.013
trial                    2           0.003
triangles                5           0.006
tribal                   1           0.001
triggers                 1           0.001
trigonometric            5           0.006
trigonometry             6           0.008
trip                     5           0.006
tripods                  1           0.001
trips                    6           0.008
trojan                   1           0.001
trophic                  1           0.001
tropical                 3           0.004
tropics                  2           0.003
trouble                  1           0.001
troubleshoot             6           0.008
troubleshooting         11           0.014
trucks                   1           0.001
true                     1           0.001
trust                    1           0.001
trusts                   4           0.005
truth                    1           0.001
tubes                    1           0.001
tune                    31           0.040
tuning                   1           0.001
turf                     3           0.004
turn                     1           0.001
tutees                   1           0.001
tutor                    1           0.001
tutorial                 4           0.005
tutoring                 3           0.004
tutors                   2           0.003
tv                       1           0.001
twentieth                2           0.003
twitter                  1           0.001
two                     18           0.023
type                     8           0.010
types                   21           0.027
typical                  6           0.008
typically                1           0.001
typographic              2           0.003
typographical            1           0.001
typography               7           0.009
tã                       1           0.001
u                        6           0.008
ultimate                 1           0.001
ultrasonic               1           0.001
ultrasound              19           0.025
uml                      1           0.001
under                   12           0.016
undergo                  4           0.005
underlie                 1           0.001
underlying               5           0.006
understand              14           0.018
understanding           62           0.080
underwriters             2           0.003
underwriting             1           0.001
unemployment             1           0.001
unexpected               1           0.001
unfilled                 2           0.003
unguided                 1           0.001
unification              1           0.001
unified                  3           0.004
unifying                 2           0.003
unions                   1           0.001
unique                   4           0.005
united                  10           0.013
units                    5           0.006
unity                    2           0.003
universe                 4           0.005
universities             2           0.003
unix                     1           0.001
unknown                  1           0.001
unprecedented            1           0.001
unrest                   1           0.001
until                    1           0.001
unusual                  1           0.001
up                      12           0.016
update                   2           0.003
upgrade                  2           0.003
upon                    22           0.028
upper                    3           0.004
ups                      2           0.003
urban                    2           0.003
urbanization             3           0.004
urinary                  1           0.001
usability                1           0.001
usage                   10           0.013
use                    169           0.219
used                   202           0.261
useful                   2           0.003
usenet                   1           0.001
user                    14           0.018
userinterface            1           0.001
users                    2           0.003
uses                     9           0.012
using                   73           0.094
utilitarianism           1           0.001
utilities                2           0.003
utilization              3           0.004
utilize                  4           0.005
utilized                17           0.022
utilizes                 2           0.003
utilizing               11           0.014
v                        3           0.004
vaccinations             1           0.001
valencia                15           0.019
valenciacollege          1           0.001
valenciaâ                2           0.003
valid                    2           0.003
validation               1           0.001
value                    4           0.005
values                   8           0.010
valve                    2           0.003
var                      2           0.003
variable               142           0.184
variables                4           0.005
variance                 1           0.001
variances                1           0.001
variations               2           0.003
varied                   2           0.003
varieties                2           0.003
variety                 41           0.053
various                 91           0.118
vary                     5           0.006
vascular                 4           0.005
vcenter                  1           0.001
vec                      1           0.001
vector                   4           0.005
vectors                  4           0.005
vegetable                2           0.003
vegetables               1           0.001
vehicle                  3           0.004
vehicles                 1           0.001
vehicular                1           0.001
vendor                   1           0.001
vendorsâ                 1           0.001
venipuncture             2           0.003
ventilation              6           0.008
ventilators              1           0.001
ventures                 2           0.003
venues                   1           0.001
verb                     3           0.004
verbal                   2           0.003
verification             1           0.001
versatile                1           0.001
version                  4           0.005
versions                 1           0.001
versus                   2           0.003
vertical                 2           0.003
vhdl                     1           0.001
vi                       1           0.001
via                      8           0.010
victims                  1           0.001
video                   18           0.023
videotape                3           0.004
videotaped               2           0.003
vietnam                  1           0.001
view                     3           0.004
viewpoint                2           0.003
viewpoints               1           0.001
views                    4           0.005
vineyards                1           0.001
violence                 4           0.005
virtual                 11           0.014
virtualization           3           0.004
viruses                  1           0.001
viscera                  2           0.003
vision                   2           0.003
visitations              1           0.001
visited                  1           0.001
visits                   1           0.001
visual                  32           0.041
visualization            4           0.005
visualizing              1           0.001
